query,target,method,time
rtrange,11.081534,mz5,0.9799776000436395
rtrange,11.081534,MZTree,0.1808337999973446
rtrange,11.081534,mzMD,0.40698700002394617
rtrange,11.081534,SQLite,0.37369769997894764
rtrange,11.081534,DuckDB,0.01792539982125163
rtrange,11.081534,Parquet,0.04754279996268451
rtrange,8.9294429,pyteomics,6.755821899976581
rtrange,8.9294429,pyopenms,2.548287499928847
rtrange,8.9294429,pyopenms_2DPeak,2.5289614000357687
rtrange,8.9294429,pymzml,2.8341202000156045
rtrange,8.9294429,mzMLb,6.100430499995127
rtrange,8.9294429,mzDB,3.2056533000431955
rtrange,8.9294429,MZA,0.1570224000606686
rtrange,8.9294429,mz5,0.9450829999987036
rtrange,8.9294429,MZTree,0.40685750008560717
rtrange,8.9294429,mzMD,0.43172520003281534
rtrange,8.9294429,SQLite,0.38752499991096556
rtrange,8.9294429,DuckDB,0.01680859993211925
rtrange,8.9294429,Parquet,0.04406849993392825
rtrange,2.528971,pyteomics,6.716768600046635
rtrange,2.528971,pyopenms,2.5221152999438345
rtrange,2.528971,pyopenms_2DPeak,2.5465605999343097
rtrange,2.528971,pymzml,2.8361647999845445
rtrange,2.528971,mzMLb,6.056845400016755
rtrange,2.528971,mzDB,1.9372240998782218
rtrange,2.528971,MZA,0.21457910002209246
rtrange,2.528971,mz5,0.9316682000644505
rtrange,2.528971,MZTree,0.958246200112626
rtrange,2.528971,mzMD,0.5352252000011504
rtrange,2.528971,SQLite,0.484793399926275
rtrange,2.528971,DuckDB,0.025730200111865997
rtrange,2.528971,Parquet,0.048489800188690424
rtrange,1.2896954,pyteomics,6.868624499998987
rtrange,1.2896954,pyopenms,2.5849967000540346
rtrange,1.2896954,pyopenms_2DPeak,2.5810368999373168
rtrange,1.2896954,pymzml,2.8075192000251263
rtrange,1.2896954,mzMLb,6.119638100033626
rtrange,1.2896954,mzDB,2.1327319000847638
rtrange,1.2896954,MZA,0.2225957999471575
rtrange,1.2896954,mz5,0.93803930003196
rtrange,1.2896954,MZTree,0.7484494999516755
rtrange,1.2896954,mzMD,0.5937005998566747
rtrange,1.2896954,SQLite,0.5102735001128167
rtrange,1.2896954,DuckDB,0.03022879990749061
rtrange,1.2896954,Parquet,0.04516489990055561
rtrange,9.9295288,pyteomics,6.840994699858129
rtrange,9.9295288,pyopenms,2.6121010000351816
rtrange,9.9295288,pyopenms_2DPeak,2.5991392999421805
rtrange,9.9295288,pymzml,2.837648299988359
rtrange,9.9295288,mzMLb,6.074797899927944
rtrange,9.9295288,mzDB,3.679671599995345
rtrange,9.9295288,MZA,0.22030790010467172
