,method,mz_target,n_files,type,db_sort,time
457,sqlite,667.6201782226562,2,multifile,unordered,0.48535409988835454
458,sqlite,667.6201782226562,2,multifile,unordered,0.6329291998408735
459,parquet,667.6201782226562,2,consolidated,unordered,0.17013539979234338
460,parquet,667.6201782226562,2,multifile,unordered,0.11336970003321767
461,parquet,667.6201782226562,2,multifile,unordered,0.15727770002558827
462,duckdb,667.6201782226562,3,consolidated,ordered,0.02205220004543662
463,duckdb,667.6201782226562,3,multifile,ordered,0.01959320018067956
464,duckdb,667.6201782226562,3,multifile,ordered,0.020003499928861856
465,duckdb,667.6201782226562,3,multifile,ordered,0.02042559999972582
466,sqlite,667.6201782226562,3,consolidated,ordered,0.04766990011557937
467,sqlite,667.6201782226562,3,multifile,ordered,0.023932999931275845
468,sqlite,667.6201782226562,3,multifile,ordered,0.0025913002900779247
469,sqlite,667.6201782226562,3,multifile,ordered,0.02385620027780533
470,parquet,667.6201782226562,3,consolidated,ordered,0.09650599956512451
471,parquet,667.6201782226562,3,multifile,ordered,0.07665099995210767
472,parquet,667.6201782226562,3,multifile,ordered,0.07679059961810708
473,parquet,667.6201782226562,3,multifile,ordered,0.07622950011864305
474,duckdb,667.6201782226562,3,consolidated,unordered,0.07996079977601767
475,duckdb,667.6201782226562,3,multifile,unordered,0.038707499857991934
476,duckdb,667.6201782226562,3,multifile,unordered,0.035887499805539846
477,duckdb,667.6201782226562,3,multifile,unordered,0.03789430018514395
478,sqlite,667.6201782226562,3,consolidated,unordered,1.6444620001129806
479,sqlite,667.6201782226562,3,multifile,unordered,0.4332110998220742
480,sqlite,667.6201782226562,3,multifile,unordered,0.6301973997615278
481,sqlite,667.6201782226562,3,multifile,unordered,0.42163800029084086
482,parquet,667.6201782226562,3,consolidated,unordered,0.19078500010073185
483,parquet,667.6201782226562,3,multifile,unordered,0.11849750019609928
484,parquet,667.6201782226562,3,multifile,unordered,0.14400830026715994
485,parquet,667.6201782226562,3,multifile,unordered,0.11278010020032525
486,duckdb,829.7941284179688,1,consolidated,ordered,0.020705800037831068
487,duckdb,829.7941284179688,1,multifile,ordered,0.01909569976851344
488,sqlite,829.7941284179688,1,consolidated,ordered,0.00230860011652112
489,sqlite,829.7941284179688,1,multifile,ordered,0.0020667999051511288
490,parquet,829.7941284179688,1,consolidated,ordered,0.052468699868768454
491,parquet,829.7941284179688,1,multifile,ordered,0.052571400068700314
492,duckdb,829.7941284179688,1,consolidated,unordered,0.034260899759829044
493,duckdb,829.7941284179688,1,multifile,unordered,0.0327908000908792
494,sqlite,829.7941284179688,1,consolidated,unordered,0.47810979979112744
495,sqlite,829.7941284179688,1,multifile,unordered,0.47606190014630556
496,parquet,829.7941284179688,1,consolidated,unordered,0.12818090012297034
497,parquet,829.7941284179688,1,multifile,unordered,0.12793370010331273
498,duckdb,829.7941284179688,2,consolidated,ordered,0.02319480013102293
499,duckdb,829.7941284179688,2,multifile,ordered,0.020524899940937757
500,duckdb,829.7941284179688,2,multifile,ordered,0.020290599670261145
501,sqlite,829.7941284179688,2,consolidated,ordered,0.009813900105655193
502,sqlite,829.7941284179688,2,multifile,ordered,0.0020246999338269234
503,sqlite,829.7941284179688,2,multifile,ordered,0.008837500121444464
504,parquet,829.7941284179688,2,consolidated,ordered,0.08160630008205771
505,parquet,829.7941284179688,2,multifile,ordered,0.052496999967843294
506,parquet,829.7941284179688,2,multifile,ordered,0.07066820003092289
507,duckdb,829.7941284179688,2,consolidated,unordered,0.06005800003185868
508,duckdb,829.7941284179688,2,multifile,unordered,0.03183919982984662
509,duckdb,829.7941284179688,2,multifile,unordered,0.0438319998793304
510,sqlite,829.7941284179688,2,consolidated,unordered,1.1787833999842405
511,sqlite,829.7941284179688,2,multifile,unordered,0.47231080010533333
512,sqlite,829.7941284179688,2,multifile,unordered,0.6401735004037619
513,parquet,829.7941284179688,2,consolidated,unordered,0.16919849999248981
514,parquet,829.7941284179688,2,multifile,unordered,0.1128360996954143
515,parquet,829.7941284179688,2,multifile,unordered,0.16416369983926415
516,duckdb,829.7941284179688,3,consolidated,ordered,0.02355259982869029
517,duckdb,829.7941284179688,3,multifile,ordered,0.02049680007621646
518,duckdb,829.7941284179688,3,multifile,ordered,0.019842499867081642
519,duckdb,829.7941284179688,3,multifile,ordered,0.020684499759227037
520,sqlite,829.7941284179688,3,consolidated,ordered,0.01042900001630187
521,sqlite,829.7941284179688,3,multifile,ordered,0.0020221001468598843
522,sqlite,829.7941284179688,3,multifile,ordered,0.008908900432288647
523,sqlite,829.7941284179688,3,multifile,ordered,0.0018835002556443214
524,parquet,829.7941284179688,3,consolidated,ordered,0.08079149993136525
525,parquet,829.7941284179688,3,multifile,ordered,0.07029929989948869
526,parquet,829.7941284179688,3,multifile,ordered,0.07105709984898567
527,parquet,829.7941284179688,3,multifile,ordered,0.048193199560046196
528,duckdb,829.7941284179688,3,consolidated,unordered,0.07050530007109046
529,duckdb,829.7941284179688,3,multifile,unordered,0.03132080007344484
530,duckdb,829.7941284179688,3,multifile,unordered,0.04252759972587228
531,duckdb,829.7941284179688,3,multifile,unordered,0.03094210010021925
532,sqlite,829.7941284179688,3,consolidated,unordered,1.6310298996977508
533,sqlite,829.7941284179688,3,multifile,unordered,0.424806899856776
534,sqlite,829.7941284179688,3,multifile,unordered,0.6238067001104355
535,sqlite,829.7941284179688,3,multifile,unordered,0.41298430040478706
536,parquet,829.7941284179688,3,consolidated,unordered,0.21129030035808682
537,parquet,829.7941284179688,3,multifile,unordered,0.1267931000329554
538,parquet,829.7941284179688,3,multifile,unordered,0.1406670999713242
539,parquet,829.7941284179688,3,multifile,unordered,0.11453869985416532
